OriginalTweet,Sentiment,processed tweet,AMR
THIS HOW IM FINNA ROLL INTO DA SUPERMARKET CUZ IM FRESH OUTTA LYSOL   NOT TODAY RONA NOT TODAY,Positive,"I'm going to the supermarket because I'm out of Lysol. Not today, Rona. Not today.","(m / multi-sentence
      :snt1 (t / this
            :manner-of (r / roll-01
                  :ARG0 (ii / i)
                  :destination (m2 / market
                        :mod (s / super))
                  :ARG1-of (c / cause-01
                        :ARG0 (f / fresh-04
                              :ARG1 ii
                              :source (l / laugh-01
                                    :mode expressive
                                    :ARG0 ii
                                    :manner (l2 / loud))))))
      :snt2 (s2 / say-01
            :ARG0 (ii2 / i)
            :ARG1 (a / and
                  :op1 (t2 / today
                        :polarity -)
                  :op2 (t3 / today
                        :polarity -))
            :ARG2 (p / person
                  :name (n / name
                        :op1 ""Rona""))))"
"Healthcare workers
Supermarket staff
First responders
Porter/Maintenance staff
Shelter staff
THANK YOU!!! #Covid_19 #NYC https://t.co/bCJWbnxqG5",Positive,"Thank you to all of the healthcare workers, supermarket staff, first responders, porter/maintenance staff, and shelter staff who are working hard to keep us safe!","(m / multi-sentence
      :snt1 (p / person
            :ARG0-of (w / work-01
                  :ARG1 (h / healthcare))
            :ARG0-of (d / disrespect-01
                  :ARG1 (s / staff
                        :mod (s2 / supermarket))))
      :snt2 (r / respond-01
            :ARG0 (p2 / person)
            :ARG0 p2
            :mod (f / first))
      :ARG0-of (d2 / disrespect-01
            :ARG1 (s3 / staff
                  :ARG0-of (m2 / maintain-01)))
      :snt3 (t / thank-01
            :ARG0 (ii / i)
            :ARG1 (y / you)
            :ARG1-of (r2 / request-confirmation-91))
      :snt4 (c / covid
            :location (c2 / city
                  :name (n / name
                        :op1 ""NYC""))
            :medium (u / url-entity
                  :value ""https://t.co/bCJWbnxqG5"")))"
"Industry doing well right now
Restaurant take away
Grocery store
Television 
Internet providers
Art 
Online education 
#coronavirus
#FightCOVID19",Positive,The industry is doing well right now.,"(h / hyperlink-91
      :ARG1 (d / do-02
            :ARG0 (ii / industry)
            :ARG1 (w / well-09)
            :time (n / now
                  :mod (r / right)))
      :ARG3 (t / take-away-05
            :ARG0 (r2 / restaurant))
      :ARG4 (s / store
            :mod (g / grocery))
      :ARG5 (t2 / television)
      :ARG6 (c / company
            :ARG0-of (p / provide-01
                  :ARG1 (ii2 / internet)
                  :ARG0 c)
            :ARG1 (a / art))
      :ARG7 h
      :ARG3 (u / url-entity
            :value ""https://www.christianforums.com/forums/underground/education/127673/""
            :ARG4-of h)
      :value ""https://www.christianforums.com/underground/education/127673/"")"
"So it looks like @WalmartCanada is changing prices on their Brita jugs &amp; filters

When I brought it to cash/management to get fixed, I was told this is how they change prices (leaving old tags behind new)

Happened at the 2160 Burnhamthorpe location

#pricegouing #coronavirus https://t.co/OBxfvbV5pE",Positive,It looks like Walmart is changing prices on their Brita jugs and filters by leaving old tags behind new ones.,"(m / multi-sentence
      :snt1 (c / cause-01
            :ARG1 (l / look-02
                  :ARG1 (c2 / change-01
                        :ARG0 (c3 / company
                              :name (n / name
                                    :op1 ""WalmartCanada""))
                        :ARG1 (p / price-01)
                        :location (a / and
                              :op1 (j / jugs
                                    :mod (c4 / country
                                          :name (n2 / name
                                                :op1 ""Great""
                                                :op2 ""Britain""))
                                    :poss c3)
                              :op2 (f / filter-02
                                    :ARG0 c3)))))
      :snt2 (t / tell-01
            :ARG1 (t2 / thing
                  :manner-of (c5 / change-01
                        :ARG0 c3
                        :ARG1 (p2 / price-01)
                        :ARG0-of (l2 / leave-12
                              :ARG1 (t3 / thing
                                    :ARG2-of (t4 / tag-01)
                                    :mod (o / old))
                              :location (b / behind
                                    :op1 (t5 / thing
                                          :ARG1-of (n3 / new-01)))))
                  :domain (t6 / this))
            :ARG2 (ii / i)
            :time (b2 / bring-01
                  :ARG0 ii
                  :ARG1 (ii2 / it)
                  :ARG2 (s / slash
                        :op1 (c6 / cash)
                        :op2 (m2 / manage-01))
                  :purpose (f2 / fix-02
                        :ARG1 ii2)))
      :snt3 (e / event
            :location (l3 / location
                  :name (n4 / name
                        :op1 ""Burnhamthorpe"")
                  :time (d / date-entity
                        :year 2002)))
      :snt4 (h / hyperlink-91
            :ARG3 (u / url-entity
                  :value ""https://t.co/OBxfvbV5pE"")))"
"?Consumer Alert?

New COVID-19 related scams emerge as the virus spreads. 

Please take steps to protect your health and your personal information as we continue to fight the pandemic. 

https://t.co/PYXnbdR460 https://t.co/Dcw0K3j4JG",Negative,The Federal Trade Commission has released a consumer alert regarding new COVID-19 related scams.,"(m / multi-sentence
      :snt1 (a / alert-01
            :ARG2 (p / person
                  :ARG0-of (c / consume-01))
            :polarity (a2 / amr-unknown))
      :snt2 (e / emerge-01
            :ARG0 (s / scam-01
                  :ARG1-of (r / relate-01
                        :ARG2 (l / law
                              :name (n / name
                                    :op1 ""COVID-19"")))
                  :ARG1-of (n2 / new-01))
            :time (s2 / spread-02
                  :ARG1 (v / virus)))
      :snt3 (h / hyperlink-91
            :ARG3 (u / url-entity
                  :value ""https://t.co/PYXnbdR460""))
      :snt4 (h2 / hyperlink-91
            :ARG3 (u2 / url-entity
                  :value ""https://t.co/Dcw0K3j4JG""))
      :snt5 (h3 / hyperlink-91
            :ARG3 (u3 / url-entity
                  :value ""https://t.co/Dcw0K3j4JG""))
      :snt6 (h4 / hyperlink-91
            :ARG3 (u4 / url-entity
                  :value ""https://t.co/Dcw0K3j4JG""))
      :snt7 (t / try-01
            :polite +
            :mode imperative
            :ARG0 (y / you)
            :ARG1 (p2 / protect-01
                  :ARG0 y
                  :ARG1 (a3 / and
                        :op1 (h5 / health
                              :poss y)
                        :op2 (ii / information
                              :ARG1-of (p3 / personal-02
                                    :ARG2 y)))
                  :time (c2 / continue-01
                        :ARG0 (w / we)
                        :ARG1 (f / fight-01
                              :ARG0 w
                              :ARG1 (p4 / pandemic))))))"
Home coronavirus COVID 19 testing kits are for sale and being posted online locally but there are some things you need to know,Neutral,There are some things you need to know before you buy a home coronavirus COVID 19 testing kit online.,"(c / contrast-01
      :ARG1 (a / and
            :op1 (s / sell-01
                  :ARG1 (k / kit
                        :name (n / name
                              :op1 ""COVID""
                              :op2 19)
                        :purpose (t / test-01)
                        :mod (c2 / coronavirus)
                        :mod (h / home)))
            :op2 (p / post-01
                  :ARG1 k
                  :ARG2 (o / online)
                  :location (l / local-02)))
      :ARG2 (n2 / need-01
            :ARG0 (y / you)
            :ARG1 (k2 / know-01
                  :ARG0 y
                  :ARG1 (t2 / thing
                        :quant (s2 / some)))))"
"70% of people who came to the my workplace yesterday (bakery) were seniors. As I went to get supplies at the grocery store beside us right after, it was about 50% seniors that I saw. I worry for them. #COVID2019 #californiacoronavirus",Negative,"70% of the people who came to my workplace yesterday were seniors. As I went to get supplies at the grocery store beside us right after, I saw that about 50% of the people there were seniors. I worry for them. #COVID2019 #californiacoron","(m / multi-sentence
      :snt1 (s / senior
            :ARG1-of (ii / include-91
                  :ARG2 (p / person
                        :ARG1-of (c / come-01
                              :ARG4 (w / workplace
                                    :poss (ii2 / i)
                                    :mod (b / bakery))
                              :time (y / yesterday)))
                  :ARG3 (p2 / percentage-entity
                        :value 70)))
      :snt2 (s2 / see-01
            :ARG0 (ii3 / i)
            :ARG1 (s3 / senior
                  :ARG1-of (ii4 / include-91
                        :ARG2 (p3 / person)
                        :ARG3 (p4 / percentage-entity
                              :value 50)))
            :time (g / go-02
                  :ARG0 ii3
                  :ARG4 (s4 / store
                        :mod (g2 / grocery)
                        :location (b2 / beside
                              :op1 (w2 / we)))
                  :time (a / after
                        :mod (r / right))))
      :snt3 (w3 / worry-02
            :ARG0 (t / they)
            :ARG1 ii3)
      :snt4 (p5 / publication
            :name (n / name
                  :op1 ""COVID2019""))
      :snt5 (v / virus
            :name n
            :op1 ""californiacoronavirus""))"
Just online shopping my way through this COVID-19 stuff. https://t.co/7PhJ76sXHJ,Neutral,I'm just shopping online to get through this COVID-19 stuff.,"(m / multi-sentence
      :snt1 (s / shop-01
            :ARG0 (ii / i)
            :manner (o / online)
            :mod (j / just)
            :purpose (g / get-through-13
                  :ARG0 ii
                  :ARG1 (s2 / stuff
                        :mod (t / this)
                        :topic (p / program
                              :name (n / name
                                    :op1 ""COVID-19"")))))
      :snt2 (u / url-entity
            :value ""https://t.co/7PhJ76sXHJ""))"
"@eyeonthearctic 16MAR20 Russia consumer surveillance watchdog reported case in high Arctic where a man who traveled to Iran has COVID-19 and 101 are ""observed""
https://t.co/4WnrrK9oKC https://t.co/ld05k5Eyns",Neutral,"The Russian consumer surveillance watchdog reported a case in the high Arctic where a man who traveled to Iran has COVID-19 and 101 people are ""observed.""","(s / say-01
      :ARG0 (ii / i)
      :ARG1 (r / report-01
            :ARG0 (o / organization
                  :ARG0-of (s2 / surveil-01
                        :ARG1 (p / person
                              :ARG0-of (c / consume-01)))
                  :mod (c2 / country
                        :name (n / name
                              :op1 ""Russia""))
                  :mod (w / watchdog))
            :ARG1 (c3 / case-04
                  :location (w2 / world-region
                        :name (n2 / name
                              :op1 ""Arctic"")
                        :ARG1-of (h / high-02))
                  :location-of (o2 / observe-01
                        :ARG1 (a / and
                              :op1 (m / man
                                    :ARG0-of (t / travel-01
                                          :ARG4 (c4 / country
                                                :name (n3 / name
                                                      :op1 ""Iran"")))
                                    :ARG0-of (h2 / have-03
                                          :ARG1 (p2 / product
                                                :name (n4 / name
                                                      :op1 ""COVID-19""))))
                              :op2 (p3 / product
                                    :name (n5 / name
                                          :op1 101)))))
            :time (d / date-entity
                  :month 3
                  :day 20
                  :year 2016))
      :medium (u / url-entity
            :value ""https://t.co/4WnrrK9oKC""))"
Online shopping catching all these #Covid_19 salessss ?,Neutral,Are you trying to say that online shopping is catching all of the Covid-19 sales?,"(c / catch-02
      :ARG0 (s / shop-01
            :medium (o / online))
      :ARG1 (t / this
            :mod (a / all)
            :ARG1-of (s2 / sigh-02
                  :ARG0 (p / person
                        :name (n / name
                              :op1 ""Covid_19""))))
      :polarity (a2 / amr-unknown))"
"The #retail and #consumergoods #supplychain strain to keep pace, especially when relying on goods from quarantined areasÂhereÂs how to stay resilient. #AI #COVID19 https://t.co/O7e0q13iSL https://t.co/jE5iHq8RYt",Negative,"The retail and consumer goods supply chain is struggling to keep pace, especially when relying on goods from quarantined areas. Here's how to stay resilient.","(m / multi-sentence
      :snt1 (s / strain-01
            :ARG1 (a / and
                  :op1 (r / retail-01)
                  :op2 (c / chain
                        :mod (s2 / supply-01)))
            :ARG2 (k / keep-up-05
                  :ARG0 a)
            :time (r2 / rely-01
                  :ARG0 a
                  :ARG1 (g / good
                        :source (a2 / area
                              :ARG1-of (q / quarantine-01)))
                  :mod (e / especially)))
      :snt2 (t / thing
            :manner-of (s3 / stay-01
                  :ARG3 (r3 / resilience)))
      :snt3 (c2 / company
            :name (n / name
                  :op1 ""AI""))
      :snt4 (p / publication
            :name n
            :op1 ""COVID19"")
      :snt5 (u / url-entity
            :value ""https://t.co/O7e0q13iSL"")
      :snt6 (u2 / url-entity
            :value ""https://t.co/jE5iHq8RYt""))"
Thailand Post offers concessional rate to promote more online shopping amid Covid-19 threat https://t.co/Vc8zaBYTgo #covid19,Negative,Thailand Post offers a reduced rate to promote more online shopping amid the Covid-19 threat.,"(o / offer-01
      :ARG0 (c / company
            :name (n / name
                  :op1 ""Thailand""
                  :op2 ""Post""))
      :ARG1 (r / rate
            :ARG1-of (c2 / concessional-00))
      :purpose (p / promote-02
            :ARG0 c
            :ARG1 (s / shop-01
                  :location (o2 / online)
                  :quant (m / more))
            :ARG1-of (c3 / cause-01
                  :ARG0 (t / threaten-01
                        :ARG0 (c4 / company
                              :name (n2 / name
                                    :op1 ""Covid-19"")))))
      :medium (u / url-entity
            :value ""https://t.co/Vc8zaBYTgo #covid19""))"
@mgvcl_mgvcl PLEASE ADVISE LAST DATE OF PAYING HIGH TENSIONAL ELECTRICITY BILL OF LAST MONTH DUE TO COVID-19 IT HAS BEEN DELAYED. PLEASE DO ADVISE. CONSUMER NO. 41171,Negative,What is the last date for paying the high tension electricity bill from last month due to the delay caused by COVID-19?,"(m / multi-sentence
      :snt1 (s / say-01
            :ARG0 (ii / i)
            :ARG1 (a / advertise-01
                  :mode imperative
                  :polite +
                  :ARG0 (p / person
                        :name (n / name
                              :op1 ""mgvcl_mgvcl""))
                  :ARG1 (d / date
                        :mod (l / last)
                        :time-of (p2 / pay-01
                              :ARG1 (b / bill
                                    :mod (e / electric
                                          :mod (v / voltage
                                                :ARG1-of (h / high-02))))
                              :time (m2 / month
                                    :mod l))
                        :ARG1-of (d2 / delay-01
                              :ARG0 (l2 / law
                                    :name (n2 / name
                                          :op1 ""COVID-19""))))))
      :ARG2 p
      :snt2 (a2 / advertise-01
            :mode imperative
            :polite +
            :ARG0 (p3 / person
                  :name (n3 / name
                        :op1 ""Consumers""
                        :op2 ""No.""
                        :op3 41171))))"
"How the #coronavirus is impacting gas prices, explained https://t.co/bg8ZZNDXCo",Neutral,"How the coronavirus is impacting gas prices, explained.","(e / explain-01
      :ARG0 (p / publication
            :name (n / name
                  :op1 ""https://t.co/bg8ZZNDXCo""))
      :ARG1 (t / thing
            :manner-of (ii / impact-01
                  :ARG0 (v / virus
                        :mod (c / coronavirus))
                  :ARG1 (p2 / price-01
                        :ARG1 (g / gas)))))"
"Those hiking prices during these uncertain times, money is not everything. Greed in the time of #coronavirus",Neutral, is not a good look.Hiking prices during these uncertain times is not a good look.,"(m / multi-sentence
      :snt1 (h / hike-02
            :ARG0 (p / person
                  :mod (t / that))
            :ARG1 (m2 / monetary-quantity
                  :ARG2-of (p2 / price-01))
            :time (t2 / time
                  :ARG1-of (h2 / have-mod-91
                        :polarity -
                        :ARG2 (c / certain))
                  :mod (t3 / this)))
      :snt2 (e / everything
            :polarity -
            :domain (m3 / money))
      :snt3 (g / greed
            :time (v / virus
                  :mod (c2 / coronavirus))))"
REDUCED PRICES DUE TO My response team is 24 7 I take cashapp venmo Zelle and Paypal,Neutral,"I offer reduced prices and my response team is available 24/7. I take cashapp, venmo, Zelle, and Paypal.","(m / multi-sentence
      :snt1 (r / reduce-01
            :ARG1 (t / thing
                  :ARG2-of (p / price-01))
            :ARG1-of (c / cause-01
                  :ARG0 (t2 / team
                        :ARG0-of (r2 / respond-01)
                        :poss (ii / i))))
      :snt2 (a / and
            :op1 (p2 / phone-number-entity
                  :time ""24:7""
                  :domain (ii2 / i))
            :op2 (p3 / phone-number-entity
                  :time ""24:7""
                  :domain ii2)
            :op3 (t3 / take-01
                  :ARG0 (ii3 / i)
                  :ARG1 (a2 / and
                        :op1 (c2 / company
                              :name (n / name
                                    :op1 ""Venmo"")
                              :mod (p4 / product
                                    :name (n2 / name
                                          :op1 ""Cashapp"")))
                        :op2 (c3 / company
                              :name (n3 / name
                                    :op1 ""Zelle"")
                              :mod (p5 / product
                                    :name (n4 / name
                                          :op1 ""Paypal"")))))))"
"@WillowWyse @talkRADIO @JuliaHB1 @obbsie Ultimately if you wish to go out of your house and enjoy a picnic or sunbathe in a park just consider that you my get infected or you may infect others who may be at higher risk than you. 

https://t.co/9UmLio1",Positive,"v9OIf you wish to go out of your house and enjoy a picnic or sunbathe in a park, consider that you may get infected or infect others who may be at higher risk than you.","(m / multi-sentence
      :snt1 (s / say-01
            :ARG0 (p / person
                  :name (n / name
                        :op1 ""WillowWyse""))
            :ARG2 (p2 / person
                  :name (n2 / name
                        :op1 ""talkRADIO""))
            :ARG3 (p3 / person
                  :name (n3 / name
                        :op1 ""JuliaHB1""))
            :ARG4 (p4 / person
                  :name (n4 / name
                        :op1 ""obbsie"")))
      :snt2 (h / have-condition-91
            :ARG1 (c / consider-02
                  :ARG0 (y / you)
                  :ARG1 (o / or
                        :op1 (ii / infect-01
                              :ARG1 y)
                        :op2 (p5 / possible-01
                              :ARG1 (ii2 / infect-01
                                    :ARG0 y
                                    :ARG1 (o2 / other
                                          :ARG1-of (r / risk-01
                                                :ARG1-of (h2 / have-degree-91
                                                      :ARG2 (h3 / high-02
                                                            :ARG1 r)
                                                      :ARG3 (m2 / more)
                                                      :ARG4 y))))))
                  :mod (j / just))
            :ARG2 (w / wish-01
                  :ARG0 y
                  :ARG1 (a / and
                        :op1 (g / go-02
                              :ARG0 y
                              :ARG3 (h4 / house
                                    :poss y))
                        :op2 (e / enjoy-01
                              :ARG0 y
                              :ARG1 (o3 / or
                                    :op1 (p6 / picnic-01
                                          :ARG0 y)
                                    :op2 (s2 / sunbathe-00
                                          :ARG0 y
                                          :location (p7 / park)))))
                  :mod (u / ultimate))
            :snt3 (ii3 / intend-01
                  :ARG1 (r2 / reroute-01))
            :snt4 (h5 / hyperlink-91
                  :ARG3 (u2 / url-entity
                        :value ""https://t.co/9UmLio1""))))"
"ACTION ALERT: At a time when PA families are worrying about #CoronaVirus, now is the time for PA lawmakers to make a commitment to lowering prescription drug prices. TELL THEM to step up: https://t.co/zzSMN5QJlA

cc: @pahealthaccess https://t.co/fKYqnHGEQV",Positive,Now is the time for Pennsylvania lawmakers to make a commitment to lowering prescription drug prices to ease the burden on families during the #CoronaVirus outbreak.,"(m / multi-sentence
      :snt1 (a / alert-01
            :ARG2 (c / commit-01
                  :ARG1 (p / person
                        :ARG0-of (l / legislate-01)
                        :mod (s / state
                              :name (n / name
                                    :op1 ""Pennsylvania"")))
                  :ARG2 (l2 / lower-05
                        :ARG0 p
                        :ARG1 (p2 / price-01
                              :ARG1 (d / drug
                                    :ARG1-of (p3 / prescribe-02))))
                  :time (n2 / now
                        :time-of (w / worry-01
                              :ARG0 (v / virus
                                    :name (n3 / name
                                          :op1 ""CoronaVirus""))
                              :ARG1 (f / family
                                    :mod s)))))
      :snt2 (t / tell-01
            :mode imperative
            :ARG0 (y / you)
            :ARG1 (s2 / step-up-03
                  :ARG0 (t2 / they))
            :ARG2 t2
            :medium (u / url-entity
                  :value ""https://t.co/fKYqnHGEQV"")))"
Will you wear a mask in stores as the governor asked I am asking Utahns to show their support by wearing a personal protective mask whenever they enter a retail store,Positive,.The governor is asking Utahns to wear a personal protective mask whenever they enter a retail store.,"(m / multi-sentence
      :snt1 (w / wear-01
            :ARG0 (y / you)
            :ARG1 (m2 / mask)
            :location (s / store)
            :polarity (a / amr-unknown)
            :ARG1-of (a2 / ask-01
                  :ARG0 (p / person
                        :ARG0-of (h / have-org-role-91
                              :ARG2 (g / governor)))))
      :snt2 (a3 / ask-01
            :ARG0 (ii / i)
            :ARG1 (s2 / show-01
                  :ARG0 (p2 / person
                        :mod (s3 / state
                              :name (n / name
                                    :op1 ""Utah"")))
                  :ARG1 (s4 / support-01
                        :ARG0 p2)
                  :manner (w2 / wear-01
                        :ARG0 p2
                        :ARG1 (m3 / mask
                              :ARG0-of (p3 / protect-01)
                              :ARG1-of (p4 / personal-02))
                        :time (e / enter-01
                              :ARG0 p2
                              :ARG1 (s5 / store
                                    :mod (r / retail-01))
                              :mod (a4 / any))))
            :ARG2 p2))"
Plenty of empty shelves at Walmart ? #covid_19 #coronavirus #walmart #nofood #stophoarding #rfr #picoftheday #instacool #igers #instafam #pandemic https://t.co/zvq2VcmFfj,Negative,There are plenty of empty shelves at Walmart.,"(m / multi-sentence
      :snt1 (s / shelf
            :ARG1-of (e / empty-02)
            :quant (p / plenty)
            :location (c / company
                  :name (n / name
                        :op1 ""Walmart""))
            :polarity (a / amr-unknown))
      :snt2 (c2 / company
            :name (n2 / name
                  :op1 ""Covid_19""))
      :snt3 (c3 / company
            :name (n3 / name
                  :op1 ""Coronavirus""))
      :snt4 (c4 / company
            :name (n4 / name
                  :op1 ""Nofood""))
      :snt5 (s2 / stophoarding)
      :snt6 (c5 / company
            :name (n5 / name
                  :op1 ""Rfr""))
      :snt7 (c6 / company
            :name (n6 / name
                  :op1 ""Picoftheday""))
      :snt8 (c7 / company
            :name (n7 / name
                  :op1 ""instacool""))
      :snt9 (c8 / company
            :name (n8 / name
                  :op1 ""igers""))
      :snt10 (c9 / company
            :name (n9 / name
                  :op1 ""instafam""))
      :snt11 (c10 / company
            :name (n10 / name
                  :op1 ""Pandemic""))
      :medium (u / url-entity
            :value ""https://t.co/zvq2VcmFfj""))"
"I reckon theyÂll do a movie about Corona virus one day and itÂll be really boring.
#COVID?19 #coronavirus #COVID19 #Covid_19SA #coronavirusuk #Coronavid19 #VirusCoronaupdate #UpdateVirusCorona #panicbuying #CoronavirusUSA #CoronaUpdatesInIndia #toiletpaper #ToiletPaperPanic #lol",Negative,I think they'll make a movie about the coronavirus one day and it will be really boring.,"(m / multi-sentence
      :snt1 (r / reckon-01
            :ARG0 (ii / i)
            :ARG1 (a / and
                  :op1 (d / do-02
                        :ARG0 (t / they)
                        :ARG1 (m2 / movie
                              :topic (v / virus
                                    :name (n / name
                                          :op1 ""Corona"")))
                        :time (d2 / day
                              :mod (o / one)))
                  :op2 (b / bore-02
                        :ARG0 m2
                        :degree (r2 / really))))
      :snt2 (p / publication
            :name (n2 / name
                  :op1 ""COVID?19""))
      :snt3 (p2 / publication
            :name (n3 / name
                  :op1 ""Covid_19SA""))
      :snt4 (p3 / publication
            :name (n4 / name
                  :op1 ""Coronavirusuk""))
      :snt5 (p4 / publication
            :name (n5 / name
                  :op1 ""VirusCoronaupdate""))
      :snt6 (p5 / publication
            :name (n6 / name
                  :op1 ""UpdateVirusCorona""))
      :snt7 (p6 / panic-01)
      :snt8 (p7 / publication
            :name (n7 / name
                  :op1 ""CoronavirusUSA""))
      :snt9 (p8 / publication
            :name (n8 / name
                  :op1 ""CoronaUpdatesInIndia""))
      :snt10 (t2 / toiletpaper)
      :snt11 p6
      :snt12 (l / laugh-01
            :mode expressive
            :manner (l2 / loud)))"
"Disinflation will be one of the results of the numerous shocks to the eurozone economy. A temporary fall in demand due to COVID-19 containment measures, appreciation of the euro, and the drop in commodities prices are all driving down consumer prices. https://t.co/Lryzch6aFe https://t.co/gggFfXG5le",Negative,"— Frank McPherson (@frankm) May 15, 2020","(m / multi-sentence
      :snt1 (ii / include-91
            :ARG1 (d / disinflation)
            :ARG2 (r / result-01
                  :ARG1 (s / shock-01
                        :ARG1 (e / economy
                              :mod (o / organization
                                    :name (n / name
                                          :op1 ""Eurozone"")))
                        :quant (n2 / numerous))))
      :snt2 (d2 / drive-02
            :ARG0 (a / and
                  :op1 (f / fall-01
                        :ARG1 (d3 / demand-01)
                        :duration (t / temporary)
                        :ARG1-of (c / cause-01
                              :ARG0 (m2 / measure-02
                                    :ARG0 (o2 / organization
                                          :name (n3 / name
                                                :op1 ""COVID-19""))
                                    :ARG1 (c2 / contain-01))))
                  :op2 (a2 / appreciate-01
                        :ARG1 (e2 / euro))
                  :op3 (d4 / drop-01
                        :ARG1 (p / price-01
                              :ARG1 (c3 / commodity)))
                  :mod (a3 / all))
            :ARG1 (p2 / price-01
                  :ARG1 (p3 / person
                        :ARG0-of (c4 / consume-01)))
            :ARG2 (d5 / down))
      :snt3 (u / url-entity
            :value ""https://t.co/Lryzch6aFe""))"
Survival strategy  ,Neutral,A survival strategy is a plan of action designed to help a person stay alive in a dangerous situation.,"(s / strategy
      :topic (s2 / survive-01))"
This is seriously a shit act Scum Sydney supermarkets robbed of by men armed with knives Like seriously Sydney 19,Negative,:02This is a serious act of scum robbing supermarkets in Sydney by men armed with knives.,"(m / multi-sentence
      :snt1 (a / act-02
            :ARG1 (s / shit)
            :ARG1-of (s2 / serious-02)
            :domain (t / this))
      :snt2 (r / rob-01
            :ARG0 (m2 / man
                  :ARG1-of (a2 / arm-01
                        :ARG2 (k / knife)))
            :ARG1 (s3 / supermarket
                  :location (c / city
                        :name (n / name
                              :op1 ""Sydney"")))
            :mod (s4 / scum))
      :snt3 (r2 / resemble-01
            :ARG1 (c2 / city
                  :name (n2 / name
                        :op1 ""Sydney"")
                  :part (s5 / street
                        :name (n3 / name
                              :op1 19)))
            :ARG2 (s6 / serious-02)))"
"The things that COVID 19 made clear ??. 12. Toilet paper ? is more important than food.
 13. Social networks ?? bring us closer, but it is also the means to create panic ?.
 14. Now we know how animals feel in zoos.",Negative,"The things that COVID 19 made clear are that toilet paper is more important than food and that social networks bring us closer, but it is also the means to create panic.","(m / multi-sentence
      :snt1 (t / thing
            :li 12
            :ARG1-of (c / clear-06
                  :ARG0 (s / show
                        :name (n / name
                              :op1 ""COVID""
                              :op2 19))))
      :snt2 (h / have-degree-91
            :ARG1 (p / paper
                  :purpose (t2 / toilet))
            :ARG2 (ii / important-01
                  :ARG1 p)
            :ARG3 (m2 / more)
            :ARG4 (f / food)
            :polarity (a / amr-unknown))
      :snt3 (c2 / contrast-01
            :ARG1 (b / bring-01
                  :ARG0 (n2 / network
                        :mod (s2 / social))
                  :ARG1 (c3 / close-10
                        :ARG1 (w / we)
                        :ARG2-of (h2 / have-degree-91
                              :ARG1 w
                              :ARG3 (m3 / more)))
                  :ARG2 w
                  :polarity (a2 / amr-unknown))
            :ARG2 (m4 / means
                  :instrument-of (c4 / create-01
                        :ARG1 (p2 / panic-01))
                  :domain n2
                  :mod (a3 / also)))
      :snt4 (k / know-01
            :ARG0 w)
      :ARG1 (t3 / thing
            :ARG1-of (f2 / feel-01
                  :ARG0 (a4 / animal)
                  :location (z / zoo)))
      :time (n3 / now)
      :li 14)"
Braving the grocery store for the family  ,Neutral,I went to the grocery store to get food for the family.,"(b / brave-02
      :ARG0 (f / family)
      :ARG1 (s / store
            :mod (g / grocery)))"
"A man wears a protective mask while carrying toilet paper outside of a supermarket in Brussels, Belgium on Mar. 18, 2020.

#Bruxelles #Brussels #Covid_19 #COVID19 #Belgique #StayHome #CoronaOutbreak #CoronavirusPandemic #COVID?19 #covid19be #ensemblecontrecorona #Coronavirus https://t.co/4pCL2AgBxa",Neutral,"A man is wearing a protective mask while carrying toilet paper outside of a supermarket in Brussels, Belgium on Mar. 18, 2020.","(m / multi-sentence
      :snt1 (w / wear-01
            :ARG0 (m2 / man)
            :ARG1 (m3 / mask
                  :ARG3-of (p / protect-01))
            :time (c / carry-01
                  :ARG0 m2
                  :ARG1 (p2 / paper
                        :purpose (t / toilet))
                  :location (o / outside
                        :op1 (s / supermarket
                              :location (c2 / city
                                    :name (n / name
                                          :op1 ""Brussels"")
                                    :part-of (c3 / country
                                          :name (n2 / name
                                                :op1 ""Belgium""))))))
            :time (d / date-entity
                  :day 18
                  :month 3
                  :year 2020))
      :snt2 (p3 / publication-91
            :ARG4 (u / url-entity
                  :value ""https://t.co/4pCL2AgBxa""))
      :snt3 (c4 / city
            :name (n3 / name
                  :op1 ""Covid_19""))
      :snt4 (b / break-out-30
            :location (c5 / city
                  :name (n4 / name
                        :op1 ""Corona"")))
      :snt5 (e / epidemic
            :name (n5 / name
                  :op1 ""CoronavirusPandemic"")))"
