OriginalTweet,Sentiment,processed tweet,AMR
"My #coronavirus victory today: grocery store had milk, bread &amp; TP!! ? + not shown fresh fruit ? &amp; veggies ? (yes, lots of chiles), chicken, peanut butter &amp; really expensive organic strawberry ? preserves. https://t.co/tCk3Ltw5xV",Positive,"I went to the grocery store and they had milk, bread, and toilet paper, but no fresh fruit or vegetables.","(a / and
      :op1 (g / go-02
            :ARG0 (ii / i)
            :ARG4 (s / store
                  :mod (g2 / grocery)))
      :op2 (c / contrast-01
            :ARG1 (h / have-03
                  :ARG0 s
                  :ARG1 (a2 / and
                        :op1 (m / milk)
                        :op2 (b / bread)
                        :op3 (p / paper
                              :purpose (t / toilet))))
            :ARG2 (h2 / have-03
                  :polarity -
                  :ARG0 s
                  :ARG1 (o / or
                        :op1 (f / fruit)
                        :op2 (v / vegetable)
                        :ARG1-of (f2 / fresh-04)))))"
If you have any updates from grocery stores or any shopping experiences from this weekend or today....let us know! Which store still has what in stock? What are they out of?? #COVID19 #Coronavirus #LOTL,Neutral,"If you have any updates from grocery stores or any shopping experiences from this weekend or today, please let us know!","(l / let-know-07
      :polite +
      :mode imperative
      :ARG0 (y / you)
      :ARG1 (w / we)
      :ARG2 (o / or
            :op1 (u / update-02
                  :ARG0 (s / store
                        :mod (g / grocery)))
            :op2 (e / experience-01
                  :ARG0 y
                  :ARG1 (s2 / shop-01
                        :ARG0 y)
                  :time (o2 / or
                        :op1 (w2 / weekend
                              :mod (t / this))
                        :op2 (t2 / today)))))"
"With the recent #Coronavirus pandemic, #restaurants are facing uncharted territory. Here's how restaurants can diversify their business to account for this unexpected change in consumer behavior: https://t.co/SoZiLpDdMD #COVID19",Neutral,"  the recent #Coronavirus pandemic, #restaurants are facing uncharted territory. Here's how restaurants can diversify their business to account for this unexpected change in consumer behavior: https://","(m / multi-sentence
      :snt1 (f / face-01
            :ARG0 (r / restaurant)
            :ARG1 (t / territory
                  :ARG1-of (m2 / map-01
                        :polarity -))
            :ARG1-of (c / cause-01
                  :ARG0 (p / pandemic
                        :mod (c2 / coronavirus)
                        :time (r2 / recent))))
      :snt2 (t2 / thing
            :manner-of (p2 / possible-01
                  :ARG1 (d / diversify-01
                        :ARG0 (r3 / restaurant)
                        :ARG1 (b / business
                              :poss r3)
                        :purpose (a / account-01
                              :ARG0 r3
                              :ARG1 (c3 / change-01
                                    :ARG1 (b2 / behave-01
                                          :ARG0 (p3 / person
                                                :ARG0-of (c4 / consume-01)))
                                    :ARG1-of (e / expect-01
                                          :polarity -)
                                    :mod (t3 / this)))))
            :location (h / here))
      :snt3 (u / url-entity
            :value ""https://://://://www.christianforums.com/forums/forums/forums/forums/forums/forums/forums/forums/forums/forums/""))"
The impact of COVID-19 and the fall in commodity prices have hit fiscal revenues hard https://t.co/yJ54lNWHVJ,Negative,The impact of COVID-19 and the fall in commodity prices have had a negative effect on fiscal revenues.,"(a / affect-01
      :ARG0 (a2 / and
            :op1 (ii / impact-01
                  :ARG0 (l / law
                        :name (n / name
                              :op1 ""COVID-19"")))
            :op2 (f / fall-01
                  :ARG1 (p / price-01
                        :ARG1 (c / commodity))))
      :ARG1 (r / revenue
            :mod (f2 / finance))
      :ARG2 (n2 / negative-02))"
If you ve found the supermarket shelves are bare you could try this,Neutral,"If you find that the supermarket shelves are bare, you could try this.","(p / possible-01
      :ARG1 (t / try-01
            :ARG0 (y / you)
            :ARG1 (t2 / this))
      :condition (f / find-01
            :ARG0 y
            :ARG1 (b / bare-02
                  :ARG1 (s / shelf
                        :part-of (s2 / supermarket)))))"
a message to everyone from a retail worker being forced to work (even tho i donÂt work at an essential store lol). #coronavirus #covid19 https://t.co/1oD0REF2fl,Negative,"A message to everyone from a retail worker: I am being forced to work, even though I don't work at an essential store. #coronavirus #covid19","(m / multi-sentence
      :snt1 (m2 / message-01
            :ARG0 (p / person
                  :ARG0-of (w / work-01
                        :ARG1 (r / retail-01)))
            :ARG1 (f / force-01
                  :ARG1 (ii / i)
                  :ARG2 (w2 / work-01
                        :ARG0 ii)
                  :concession (w3 / work-01
                        :polarity -
                        :ARG0 ii
                        :ARG2 (s / store
                              :mod (e / essential))))
            :ARG2 (e2 / everyone))
      :snt2 (a / and
            :op1 (c / company
                  :name (n / name
                        :op1 ""Coronavirus""))
            :op2 (p2 / person
                  :name n
                  :op1 ""Covid19"")))"
The #COVID19 pandemic will create increased demand for #industrial cold storage space in the U.S. 46% of this surveyed have confirmed post covid they will continue to food shop online. Will Europe follow the same trend? https://t.co/4p9yf6d44T,Positive,The COVID-19 pandemic will create increased demand for industrial cold storage space in the U.S. Forty-six percent of those surveyed have confirmed that they will continue to food shop online post-COVID. Will Europe follow the same trend?,"(m / multi-sentence
      :snt1 (c / create-01
            :ARG0 (p / pandemic
                  :name (n / name
                        :op1 ""COVID-19""))
            :ARG1 (d / demand-01
                  :ARG1 (s / space
                        :ARG2-of (s2 / store-01
                              :ARG1 (c2 / cold-01))
                        :location (c3 / country
                              :name (n2 / name
                                    :op1 ""U.S."")))
                  :ARG1-of (ii / increase-01)))
      :snt2 (c4 / confirm-01
            :ARG0 (p2 / person
                  :ARG1-of (ii2 / include-91
                        :ARG2 (p3 / person
                              :ARG1-of (s3 / survey-01))
                        :ARG3 (p4 / percentage-entity
                              :value 46)))
            :ARG1 (c5 / continue-01
                  :ARG0 p2
                  :ARG1 (s4 / shop-01
                        :ARG0 p2
                        :ARG1 (f / food)
                        :medium (o / online)
                        :time (a / after
                              :op1 p))))
      :snt3 (f2 / follow-02
            :ARG0 (c6 / continent
                  :name (n3 / name
                        :op1 ""Europe""))
            :ARG1 (t / trend
                  :ARG1-of (s5 / same-01))
            :polarity (a2 / amr-unknown)))"
"Who else feels like this whilst doing their supermarket shop? ?
#WalkAroundThingsDay 
#coronavirus https://t.co/RD3yTKVj6D",Positive,Does anyone else feel this way when they go grocery shopping?,"(f / feel-01
      :polarity (a / amr-unknown)
      :ARG0 (a2 / anyone
            :mod (e / else))
      :ARG1 (w / way
            :mod (t / this))
      :time (s / shop-01
            :ARG0 a2
            :ARG1 (g / grocery)))"
Maize prices crash as COVID 19 takes a toll Agree  @amithstar  If we can contain spreading th virus for nxt few wks prices will rebound To safeguard our farmers need of the hr is GOI PVT partnership  @RamVilasPaswan    @PMOIndia ,Positive,"Maize prices have decreased significantly as the outbreak of COVID 19 continues to take its toll. In order to protect our farmers, it is essential that the government and private sector work together.","(m / multi-sentence
      :snt1 (d / decrease-01
            :ARG1 (p / price-01
                  :ARG1 (m2 / maize))
            :ARG2 (s / significant-02)
            :time (c / continue-01
                  :ARG1 (t / take-01
                        :ARG0 (o / outbreak-29
                              :ARG1 (d2 / disease
                                    :name (n / name
                                          :op1 ""COVID""
                                          :op2 19)))
                        :ARG1 (t2 / toll-02
                              :ARG1 o))))
      :snt2 (w / work-01
            :ARG0 (g / government-organization
                  :ARG0-of (g2 / govern-01))
            :ARG3 (s2 / sector
                  :ARG1-of (p2 / private-03))
            :mod (e / essential)
            :manner (t3 / together)
            :purpose (p3 / protect-01
                  :ARG0 g
                  :ARG1 (p4 / person
                        :ARG0-of (f / farm-01)
                        :poss (w2 / we)))))"
How to help Second Harvest Food Bank seeks monetary donations preparing for increased demand,Positive,Second Harvest Food Bank is seeking monetary donations to prepare for increased demand.,"(s / seek-01
      :ARG0 (o / organization
            :name (n / name
                  :op1 ""Second""
                  :op2 ""Harvest""
                  :op3 ""Food""
                  :op4 ""Bank""))
      :ARG1 (d / donate-01
            :ARG1 (m / money))
      :purpose (p / prepare-02
            :ARG0 o
            :ARG1 (d2 / demand-01
                  :ARG1-of (ii / increase-01))))"
"So I'm a ""key worker"" because I work in a supermarket? A few days ago I was the turd you wiped from your shoes. #coronavirus #COVID19 #keyworkers",Neutral,"I work in a supermarket, so I'm a ""key worker""? A few days ago I was the turd you wiped from your shoes.","(m / multi-sentence
      :snt1 (w / work-01
            :ARG0 (ii / i)
            :ARG2 (s / supermarket)
            :ARG0-of (c / cause-01
                  :ARG1 (p / person
                        :ARG0-of (w2 / work-01)
                        :ARG1-of (k / key-02)
                        :domain ii))
            :polarity (a / amr-unknown))
      :snt2 (t / turd
            :ARG1-of (w3 / wipe-01
                  :ARG0 (y / you)
                  :ARG2 (s2 / shoe
                        :poss y)
                  :time (b / before
                        :op1 (n / now)
                        :quant (f / few
                              :op1 (t2 / temporal-quantity
                                    :quant 1
                                    :unit (d / day)))))
            :domain (ii2 / i)))"
"Join us for our second panel, where youÂll learn how Americans are feeling, how their behaviors are evolving, what they are discovering thatÂs new to them and much more!
Register now, and submit your questions.
https://t.co/HfrAMtmxSK

#MRX #ConsumerBehavior #Coronavirus",Positive,"Join us for our second panel to learn about how Americans are feeling, evolving behaviors, new discoveries, and more!","(j / join-04
      :mode imperative
      :ARG0 (y / you)
      :ARG1 (w / we)
      :ARG2 (p / panel
            :ord (o / ordinal-entity
                  :value 2)
            :poss w)
      :purpose (l / learn-01
            :ARG0 y
            :ARG1 (a / and
                  :op1 (t / thing
                        :ARG1-of (f / feel-01
                              :ARG0 (p2 / person
                                    :mod (c / country
                                          :name (n / name
                                                :op1 ""America"")))))
                  :op2 (b / behave-01
                        :ARG0 p2
                        :ARG1-of (e / evolve-01))
                  :op3 (t2 / thing
                        :ARG1-of (d / discover-01
                              :ARG0 p2)
                        :ARG1-of (n2 / new-01))
                  :op4 (m / more))))"
Will Gold Prices Rise With News of Huge Unemployment?  https://t.co/3gb7vTW37W @SunshineProfits #gold #markets #global #pricing #Coronavirus,Negative,Gold prices are likely to rise in response to news of high unemployment rates.,"(l / likely-01
      :ARG1 (r / rise-01
            :ARG1 (p / price-01
                  :ARG1 (g / gold))
            :ARG2-of (r2 / respond-01
                  :ARG1 (n / news
                        :topic (r3 / rate-01
                              :ARG1 (e / employ-01
                                    :polarity -)
                              :ARG1-of (h / high-02))))))"
Win an #Easterlunch from CornHall Deli and #socialdistancing supermarket https://t.co/TKYuKoW6a9,Positive,You can win an Easter lunch from CornHall Deli and a supermarket voucher for social distancing.,"(p / possible-01
      :ARG1 (w / win-01
            :ARG0 (y / you)
            :ARG1 (a / and
                  :op1 (l / lunch
                        :source (c / company
                              :name (n / name
                                    :op1 ""CornHall""
                                    :op2 ""Deli""))
                        :mod (f / festival
                              :name n
                              :op1 ""Easter"")))
            :op2 (v / voucher
                  :source (s / supermarket)
                  :purpose (d / distance-01
                        :ARG2 (s2 / society)))))"
"COVID-19:
Grocery store shelves are going empty, no masks or sanitizers available on counters for elderly, please do not go in panic situation.
All impositions by the government are precautionary measures.
#IndiaFightsCorona #coronavirusindia #COVID2019",Positive,Please do not panic - all of the measures being taken by the government are precautionary.,"(p / panic-01
      :polarity -
      :mode imperative
      :polite +
      :ARG0 (y / you)
      :ARG1-of (c / cause-01
            :ARG0 (p2 / precaution-02
                  :ARG1 (m / measure-02
                        :ARG0 (g / government-organization
                              :ARG0-of (g2 / govern-01))
                        :mod (a / all)))))"
"Readers Write: Instead of the end of the world, can this be a new beginning? #Coronavirus #COVID19 https://t.co/rjKnMN8lML",Neutral,Can this be a new beginning instead of the end of the world?,"(p / possible-01
      :ARG1 (b / begin-01
            :ARG1 (t / this)
            :ARG1-of (n / new-01)
            :ARG1-of (ii / instead-of-91
                  :ARG2 (e / end-01
                        :ARG1 (w / world))))
      :polarity (a / amr-unknown))"
"For years I have mocked my husband for the amount of food we have as stock, just in case the zombie apocalypse happens. Now I am thankful and searching for stock for other people instead #stockpiling #coronavirus",Positive,"I used to mock my husband for stockpiling food, but now I'm thankful for it and searching for stock for other people.","(c / contrast-01
      :ARG1 (m / mock-01
            :ARG0 (ii / i)
            :ARG1 (p / person
                  :ARG0-of (h / have-rel-role-91
                        :ARG1 ii
                        :ARG2 (h2 / husband)))
            :ARG2 (s / stockpile-01
                  :ARG0 p
                  :ARG1 (f / food))
            :time (u / use-03))
      :ARG2 (a / and
            :op1 (t / thankful-02
                  :ARG0 ii
                  :ARG1 s)
            :op2 (s2 / search-01
                  :ARG0 ii
                  :ARG2 (s3 / stock-01
                        :ARG1 (p2 / person
                              :mod (o / other))))
            :time (n / now)))"
"@melchizedekwife @SenFinance @SenateGOP @ChuckGrassley @HEB @Walmart @POTUS Having same problem here! HavenÂt gotten groceries in two weeks. Tried online shopping, out of stock. Called agency on aging to see what help was available, and was told programs",Neutral," were suspended.I have not been able to get groceries for two weeks. I tried online shopping, but everything was out of stock. I called the agency on aging to see what help was available, and they told me that all of the programs were suspended.","(m / multi-sentence
      :snt1 (p / possible-01
            :polarity -
            :ARG1 (g / get-01
                  :ARG0 (ii / i)
                  :ARG1 (g2 / grocery))
            :duration (t / temporal-quantity
                  :quant 2
                  :unit (w / week)))
      :snt2 (c / contrast-01
            :ARG1 (t2 / try-01
                  :ARG0 (ii2 / i)
                  :ARG1 (s / shop-01
                        :ARG0 ii2
                        :medium (o / online)))
            :ARG2 (s2 / stock-01
                  :polarity -
                  :ARG1 (e / everything)))
      :snt3 (a / and
            :op1 (c2 / call-02
                  :ARG0 (ii3 / i)
                  :ARG1 (a2 / agency
                        :topic (a3 / age-01))
                  :purpose (s3 / see-01
                        :ARG0 ii3
                        :ARG1 (t3 / thing
                              :ARG2-of (h / help-01)
                              :ARG2-of (a4 / available-02))))
            :op2 (t4 / tell-01
                  :ARG0 a2
                  :ARG1 (s4 / suspend-01
                        :ARG1 (p2 / program
                              :mod (a5 / all)))
                  :ARG2 ii3)))"
"....because even in a world full of Coronavirus.....

....I still want to be your sanitizer ?

#CoronavirusInSA #Covid_19SA #Coronavirus",Positive,SA,"(p / person
      :name (n / name
            :op1 ""SA""))"
My 16 year old faced with his GCSEs being cancelled amp a long summer of isolation has got himself a job at the local supermarket to help the national fight against I am so proud of him but as he s now a Key Worker does that mean I must go to school,Positive,"I am so proud of my 16 year old for getting a job at the local supermarket to help the national fight against the coronavirus, but as he is now a Key Worker, does that mean I have to go to school?","(c / contrast-01
      :ARG1 (p / pride-01
            :ARG0 (ii / i)
            :ARG1 (p2 / person
                  :age (t / temporal-quantity
                        :quant 16
                        :unit (y / year))
                  :poss ii)
            :ARG2 (g / get-01
                  :ARG0 p2
                  :ARG1 (j / job
                        :location (s / supermarket
                              :ARG1-of (l / local-02)))
                  :purpose (h / help-01
                        :ARG0 p2
                        :ARG1 (f / fight-01
                              :ARG1 (c2 / coronavirus)
                              :mod (n / nation))))
            :degree (s2 / so))
      :ARG2 (c3 / cause-01
            :ARG0 (p3 / person
                  :ARG0-of (w / work-01)
                  :ARG1-of (k / key-02)
                  :domain p2
                  :time (n2 / now))
            :ARG1 (m / mean-01
                  :ARG2 (o / obligate-01
                        :ARG1 ii
                        :ARG2 (g2 / go-02
                              :ARG0 ii
                              :ARG4 (s3 / school)))
                  :polarity (a / amr-unknown))))"
Sugar Supermarkets could consider 1 Recruiting amp training extra stock pickers amp delivery staff 2 Hire additional standard vans without chillers 3 Offer shoppers delivery of orders exclusive of  frozen items  4 Prioritorise deliveries to the elderly,Positive," and vulnerableSugar Supermarkets could consider recruiting and training extra stock pickers and delivery staff, hiring additional standard vans without chillers, offering shoppers delivery of orders exclusive of frozen items, and prioritorising deliveries to the elderly and vulnerable.","(p / possible-01
      :ARG1 (c / consider-02
            :ARG0 (c2 / company
                  :name (n / name
                        :op1 ""Sugar""
                        :op2 ""Supermarkets""))
            :ARG1 (a / and
                  :op1 (a2 / and
                        :op1 (r / recruit-01
                              :ARG0 c2
                              :ARG1 (a3 / and
                                    :op1 (p2 / person
                                          :ARG0-of (p3 / pick-01
                                                :ARG1 (s / stock))
                                          :mod (e / extra))
                                    :op2 (p4 / person
                                          :ARG2-of (s2 / staff-01
                                                :ARG1 (d / deliver-01))
                                          :mod e)))
                        :op2 (t / train-01
                              :ARG0 c2
                              :ARG2 a3)
                        :op3 (h / hire-01
                              :ARG0 c2
                              :ARG1 (v / van
                                    :mod (s3 / standard)
                                    :mod (a4 / additional)
                                    :ARG0-of (h2 / have-03
                                          :polarity -
                                          :ARG1 (h3 / heater))))
                        :op4 (o / offer-01
                              :ARG0 c2
                              :ARG1 (d2 / deliver-01
                                    :ARG0 c2
                                    :ARG1 (o2 / order-01
                                          :ARG1-of (e2 / exclusive-02
                                                :ARG2 (ii / item
                                                      :ARG1-of (f / freeze-01)))))
                              :ARG3 (p5 / person
                                    :ARG0-of (s4 / shop-01)))
                        :op5 (p6 / prioritize-01
                              :ARG0 c2
                              :ARG1 (d3 / deliver-01
                                    :ARG0 c2
                                    :ARG2 (a5 / and
                                          :op1 (p7 / person
                                                :mod (e3 / elderly))
                                          :op2 (p8 / person
                                                :ARG1-of (v2 / vulnerable-01)))))))))"
"As the spread of COVID-19 brings countries and the global economy to a standstill, consumer confidence continued its drastic decline, falling 2.4 points to land at 49.4, its lowest reading since January 2019. https://t.co/2ccHPsZvPk https://t.co/LyCKsZoZqf",Neutral,Consumer confidence continues to decline as the spread of COVID-19 brings countries and the global economy to a standstill.,"(c / continue-01
      :ARG1 (d / decline-01
            :ARG1 (c2 / confidence
                  :poss (p / person
                        :ARG0-of (c3 / consume-01))))
      :time (b / bring-01
            :ARG0 (s / spread-02
                  :ARG1 (p2 / program
                        :name (n / name
                              :op1 ""COVID-19"")))
            :ARG1 (a / and
                  :op1 (c4 / country)
                  :op2 (e / economy
                        :mod (g / globe)))
            :ARG2 (s2 / standstill)))"
A new reality for the consumer/provider relationship is emerging. It's not just #telehealth. Mapping the patient journey #athome and using that data to drive interactions with the healthcare system will be the new normal. #COVID19 #stayhome #coronavirus,Neutral,A new reality for the consumer/provider relationship is emerging. It's not just #telehealth. Mapping the patient journey #athome and using that data to drive interactions with the healthcare system will be the new normal. #COVID19 #stayhome #coronavirus,"(m / multi-sentence
      :snt1 (e / emerge-01
            :ARG0 (r / reality
                  :ARG1-of (n / new-01)
                  :topic (r2 / relation-03
                        :ARG0 (s / slash
                              :op1 (p / person
                                    :ARG0-of (c / consume-01))
                              :op2 (p2 / person
                                    :ARG0-of (p3 / provide-01))))))
      :snt2 (t / telehealth
            :mod (j / just
                  :polarity -))
      :snt3 (n2 / normal-02
            :ARG1 (a / and
                  :op1 (m2 / map-01
                        :ARG1 (j2 / journey-01
                              :ARG0 (p4 / patient))
                        :mod (h / home))
                  :op2 (u / use-01
                        :ARG1 (d / data
                              :mod (t2 / that))
                        :ARG2 (d2 / drive-02
                              :ARG0 d
                              :ARG1 (ii / interact-01
                                    :ARG1 (s2 / system
                                          :mod (h2 / healthcare))))))
            :ARG1-of (n3 / new-01))
      :snt4 (s3 / string-entity
            :value ""COVID19"")
      :snt5 (s4 / stay-01
            :location (h3 / home))
      :snt6 (v / virus
            :name (n4 / name
                  :op1 ""Coronavirus"")))"
"You know the nation that, makes the prices high when they are needed the most, do not tolerate another being, don't care about the one's who deserve it, just cannot progress until they learn how good nations progresses.

#Pakistan #CoronaInPakistan #COVID2019 #MayAllahHaveMercy",Positive,"OnUsThe nation that makes prices high when they are needed the most, does not tolerate another being, doesn't care about the ones who deserve it, just cannot progress until they learn how good nations progress.","(n / nation
      :ARG0-of (m / make-02
            :ARG1 (h / high-02
                  :ARG1 (m2 / monetary-quantity
                        :ARG2-of (p / price-01))
                  :time (n2 / need-01
                        :ARG1 m2
                        :ARG2-of (h2 / have-degree-91
                              :ARG1 m2
                              :ARG3 (m3 / most)))))
      :ARG0-of (t / tolerate-01
            :polarity -
            :ARG1 (b / being
                  :mod (a / another)))
      :ARG0-of (c / care-01
            :polarity -
            :ARG1 (b2 / being
                  :ARG0-of (d / deserve-01
                        :ARG1 h)))
      :ARG0-of (p2 / progress-01
            :ARG1-of (p3 / possible-01
                  :polarity -
                  :mod (j / just)
                  :time (u / until
                        :op1 (l / learn-01
                              :ARG0 n
                              :ARG1 (t2 / thing
                                    :manner-of (p4 / progress-01
                                          :ARG1 (n3 / nation
                                                :ARG1-of (g / good-02))))))))
      :domain (w / we))"
"@sigh_so_done I make a quick trip to the grocery store once a week. Mask, gloves, washing items before they enter the house, etc. Prepared for ""battle""
I prepare for a ""war zone"" b/c when I get there, 90% of ppl are doing nothing. No gloves, masks, #Soc",Negative,ietyIsDoomed,"(d / doom-01
      :ARG1 (p / person))"
I admire amp agree with everything just said EXCEPT the fact that will be in the supermarket tomorrow There has been no TP in any store in my area on any day Someone needs to investigate THAT immediately,Positive,I agree with everything that was just said except for the fact that there will be toilet paper in the supermarket tomorrow. There has been no toilet paper in any store in my area on any day and someone needs to investigate that immediately.,"(m / multi-sentence
      :snt1 (a / agree-01
            :ARG0 (ii / i)
            :ARG1 (e / everything
                  :ARG1-of (s / say-01
                        :time (j / just))
                  :ARG2-of (e2 / except-01
                        :ARG1 (b / be-located-at-91
                              :ARG1 (p / paper
                                    :purpose (t / toilet))
                              :ARG2 (s2 / supermarket)
                              :time (t2 / tomorrow)))))
      :snt2 (a2 / and
            :op1 (b2 / be-located-at-91
                  :polarity -
                  :ARG1 (p2 / paper
                        :purpose (t3 / toilet))
                  :ARG2 (s3 / store
                        :mod (a3 / any)
                        :location (a4 / area
                              :poss (ii2 / i)))
                  :time (d / day
                        :mod (a5 / any)))
            :op2 (n / need-01
                  :ARG1 (ii3 / investigate-01
                        :ARG0 (s4 / someone)
                        :ARG1 b2
                        :time (ii4 / immediate)))))"
"@5hourenergy and #toiletpaper 

Everything you need to survive #coronavirus https://t.co/WhpxKJarib",Neutral,You need five hours of energy and toilet paper to survive coronavirus.,"(n / need-01
      :ARG0 (y / you)
      :ARG1 (a / and
            :op1 (e / energy
                  :duration (t / temporal-quantity
                        :quant 5
                        :unit (h / hour)))
            :op2 (p / paper
                  :purpose (t2 / toilet)))
      :purpose (s / survive-01
            :ARG0 y
            :ARG1 (d / disease
                  :name (n2 / name
                        :op1 ""coronavirus""))))"
Just been to the supermarket (only bought things I need for immediate use plus a couple of things for a 90 year old) and am surprised at how many (clearly) Over-70 year olds were shopping in the very crowded aisles. #COVID2019,Positive,I went to the supermarket and was surprised at how many over-70 year olds were shopping in the very crowded aisles.,"(a / and
      :op1 (g / go-02
            :ARG0 (ii / i)
            :ARG4 (s / supermarket))
      :op2 (s2 / surprise-01
            :ARG0 (n / number
                  :quant-of (p / person
                        :age (o / over
                              :op1 (t / temporal-quantity
                                    :quant 70
                                    :unit (y / year)))
                        :ARG0-of (s3 / shop-01
                              :location (a2 / aisle
                                    :ARG1-of (c / crowd-01
                                          :degree (v / very))))))
            :ARG1 ii))"
WE ARE ALL FLEABAG Thanks for the clip  ,Positive,Thank you for the clip.,"(t / thank-01
      :ARG0 (ii / i)
      :ARG1 (y / you)
      :ARG2 (c / clip))"
"Beckley Auto Mall will keep their doors open to customers, but their operations are limited. That's why they're also implementing ways that people can go about buying cars from home.
https://t.co/dBFM8SAJ7p",Negative,"The Beckley Auto Mall will remain open to customers, but their operations are limited. To accommodate customers, they are also implementing ways to purchase cars from home.","(m / multi-sentence
      :snt1 (c / contrast-01
            :ARG1 (r / remain-01
                  :ARG1 (f / facility
                        :name (n / name
                              :op1 ""The""
                              :op2 ""Beckley""
                              :op3 ""Auto""
                              :op4 ""Mall""))
                  :ARG3 (o / open-09
                        :ARG1 f
                        :ARG3 (c2 / customer)))
            :ARG2 (l / limit-01
                  :ARG1 (o2 / operate-01
                        :ARG0 f)))
      :snt2 (ii / implement-01
            :ARG0 (t / they)
            :ARG1 (w / way
                  :manner-of (p / purchase-01
                        :ARG0 (c3 / customer)
                        :ARG1 (c4 / car)
                        :ARG2 (h / home)))
            :purpose (a / accommodate-01
                  :ARG0 t
                  :ARG1 c3)
            :mod (a2 / also)))"
"#VegPower esp as the Asian shops are raising their prices on Halal meat due to #Covid_19

@VegPowerUK",Neutral," is important, especially as the prices of halal meat at Asian shops are rising due to #Covid_19.","(ii / important-01
      :ARG1 (r / rise-01
            :ARG1 (t / thing
                  :ARG2-of (p / price-01
                        :ARG1 (m / meat
                              :mod (h / halal))
                        :location (s / shop
                              :mod (c / continent
                                    :name (n / name
                                          :op1 ""Asia"")))))
            :ARG1-of (c2 / cause-01
                  :ARG0 (e / event
                        :name (n2 / name
                              :op1 ""Covid_19""))))
      :degree (e2 / especially))"
https://t.co/7LhlauNH56 #Advertising #Covid_19 Consumer attitudes has not changed,Neutral, much since the outbreak of Covid-19.,"(s / since
      :op1 (b / break-out-30
            :ARG1 (d / disease
                  :name (n / name
                        :op1 ""Covid-19"")))
      :quant (m / much))"
Setting a new record: two hours of queuing for daily groceries at my local supermarket at #Roma #lockdown #coronavirus. https://t.co/GK3coWd69V,Neutral,I set a new record today of waiting in line for groceries for two hours at my local supermarket in Roma during the coronavirus lockdown.,"(s / set-02
      :ARG0 (ii / i)
      :ARG1 (r / record
            :ARG1-of (n / new-01)
            :consist-of (w / wait-01
                  :ARG1 ii
                  :ARG2 (l / line)
                  :duration (t / temporal-quantity
                        :quant 2
                        :unit (h / hour))
                  :location (s2 / supermarket
                        :ARG1-of (l2 / local-02)
                        :location (c / city
                              :name (n2 / name
                                    :op1 ""Roma""))
                        :poss ii)
                  :time (l3 / lock-down-06
                        :ARG3 (d / disease
                              :name (n3 / name
                                    :op1 ""Coronavirus"")))))
      :time (t2 / today))"
ATTENTION Everyone In Response to the latest announcement of COVID 19 our retail store will be closed starting today until MARCH31st For that want to purchase our online store will be operating as usual You can visit our website or reach us through whatsapp,Positive,"In response to the latest announcement of COVID 19, our retail store will be closed starting today until MARCH 31st. Our online store will be operating as usual. You can visit our website or reach us through whatsapp.","(m / multi-sentence
      :snt1 (r / respond-01
            :ARG1 (a / announce-01
                  :ARG1 (p / product
                        :name (n / name
                              :op1 ""COVID""
                              :op2 19))
                  :mod (l / last))
            :ARG2 (c / close-01
                  :ARG1 (s / store
                        :mod (r2 / retail-01)
                        :poss (w / we))
                  :ARG1-of (s2 / start-01
                        :time (t / today))
                  :time (u / until
                        :op1 (d / date-entity
                              :month 3
                              :day 31))))
      :snt2 (o / operate-01
            :ARG1 (s3 / store
                  :mod (o2 / online)
                  :poss (w2 / we))
            :mod (a2 / as-usual))
      :snt3 (p2 / possible-01
            :ARG1 (o3 / or
                  :op1 (v / visit-01
                        :ARG0 (y / you)
                        :ARG1 (w3 / website
                              :poss (w4 / we)))
                  :op2 (r3 / reach-02
                        :ARG0 y
                        :ARG1 w4
                        :medium p
                        :name (n2 / name
                              :op1 ""Whatsapp"")))))"
"Dogs waiting in front of supermarket (Croatia)
#CoronaPandemie #COVID2019 #coronavirus https://t.co/lNDh2Ks4OY",Neutral,Dogs are waiting in front of the supermarket in Croatia.,"(w / wait-01
      :ARG1 (d / dog)
      :location (ii / in-front-of
            :op1 (s / supermarket
                  :location (c / country
                        :name (n / name
                              :op1 ""Croatia"")))))"
